id;behavioral/mechanistic;Syntactic_phenomena;Notes_exclude;exclude;model;causal, bidir;language;language_tested;Avg. Performance;Benchmarks;Benchmarks;Dependency parsing & constituency;Dependency parsing & constituency;Dependency parsing & constituency;Dependency parsing & constituency;Hierarchical structure;Hierarchical structure;Hierarchical structure;Hierarchical structure;Word order;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;POS & other lexical properties;POS & other lexical properties;Negation & NPIs;Negation & NPIs;Binding & coreference;Binding & coreference;Binding & coreference;Ellipsis & filler–gap dependencies;Ellipsis & filler–gap dependencies;Ellipsis & filler–gap dependencies;Typology;Argument structure & constructions;Argument structure & constructions;Argument structure & constructions;Argument structure & constructions;notes;
597;mechanistic;;;;mBERT-base-cased;bidir;['bulgarian', 'danish', 'dutch', 'english', 'german', 'hungarian', 'italian', 'persian', 'polish', 'portuguese', 'romanian', 'slovak', 'slovene', 'spanish', 'swedish'];German;;;;0.804;;;;;;;;;;;;;;;;;;;0.952;;;;;;;;;;;;;;;;
597;mechanistic;;;;mBERT-base-cased;bidir;['bulgarian', 'danish', 'dutch', 'english', 'german', 'hungarian', 'italian', 'persian', 'polish', 'portuguese', 'romanian', 'slovak', 'slovene', 'spanish', 'swedish'];Hebrew;;;;0.675;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
597;mechanistic;;;;mBERT-base-cased;bidir;['bulgarian', 'danish', 'dutch', 'english', 'german', 'hungarian', 'italian', 'persian', 'polish', 'portuguese', 'romanian', 'slovak', 'slovene', 'spanish', 'swedish'];Dutch;;;;0.78;;;;;;;;;;;;;;;;;;;0.921;;;;;;;;;;;;;;;;
597;mechanistic;;;;mBERT-base-cased;bidir;['bulgarian', 'danish', 'dutch', 'english', 'german', 'hungarian', 'italian', 'persian', 'polish', 'portuguese', 'romanian', 'slovak', 'slovene', 'spanish', 'swedish'];Russian;;;;0.736;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
597;mechanistic;;;;mBERT-base-cased;bidir;['bulgarian', 'danish', 'dutch', 'english', 'german', 'hungarian', 'italian', 'persian', 'polish', 'portuguese', 'romanian', 'slovak', 'slovene', 'spanish', 'swedish'];Romanian;;;;0.77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
597;mechanistic;;;;mBERT-base-cased;bidir;['bulgarian', 'danish', 'dutch', 'english', 'german', 'hungarian', 'italian', 'persian', 'polish', 'portuguese', 'romanian', 'slovak', 'slovene', 'spanish', 'swedish'];Indonesian;;;;0.626;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
597;mechanistic;;;;mBERT-base-cased;bidir;['bulgarian', 'danish', 'dutch', 'english', 'german', 'hungarian', 'italian', 'persian', 'polish', 'portuguese', 'romanian', 'slovak', 'slovene', 'spanish', 'swedish'];Slovak;;;;0.827;;;;;;;;;;;;;;;;;;;0.97;;;;;;;;;;;;;;;;
597;mechanistic;;;;mBERT-base-cased;bidir;['bulgarian', 'danish', 'dutch', 'english', 'german', 'hungarian', 'italian', 'persian', 'polish', 'portuguese', 'romanian', 'slovak', 'slovene', 'spanish', 'swedish'];Latvian;;;;0.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
597;mechanistic;;;;mBERT-base-cased;bidir;['bulgarian', 'danish', 'dutch', 'english', 'german', 'hungarian', 'italian', 'persian', 'polish', 'portuguese', 'romanian', 'slovak', 'slovene', 'spanish', 'swedish'];Estonian;;;;0.669;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
597;mechanistic;;;;mBERT-base-cased;bidir;['bulgarian', 'danish', 'dutch', 'english', 'german', 'hungarian', 'italian', 'persian', 'polish', 'portuguese', 'romanian', 'slovak', 'slovene', 'spanish', 'swedish'];Finnish;;;;0.684;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
597;mechanistic;;;;mBERT-base-cased;bidir;['bulgarian', 'danish', 'dutch', 'english', 'german', 'hungarian', 'italian', 'persian', 'polish', 'portuguese', 'romanian', 'slovak', 'slovene', 'spanish', 'swedish'];Chinese;;;;0.538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
597;mechanistic;;;;mBERT-base-cased;bidir;['bulgarian', 'danish', 'dutch', 'english', 'german', 'hungarian', 'italian', 'persian', 'polish', 'portuguese', 'romanian', 'slovak', 'slovene', 'spanish', 'swedish'];Arabic;;;;0.439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
597;mechanistic;;;;mBERT-base-cased;bidir;['bulgarian', 'danish', 'dutch', 'english', 'german', 'hungarian', 'italian', 'persian', 'polish', 'portuguese', 'romanian', 'slovak', 'slovene', 'spanish', 'swedish'];Latin;;;;0.479;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
597;mechanistic;;;;mBERT-base-cased;bidir;['bulgarian', 'danish', 'dutch', 'english', 'german', 'hungarian', 'italian', 'persian', 'polish', 'portuguese', 'romanian', 'slovak', 'slovene', 'spanish', 'swedish'];Korean;;;;0.527;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
597;mechanistic;;;;mBERT-base-cased;bidir;['bulgarian', 'danish', 'dutch', 'english', 'german', 'hungarian', 'italian', 'persian', 'polish', 'portuguese', 'romanian', 'slovak', 'slovene', 'spanish', 'swedish'];Hindi;;;;0.498;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
597;mechanistic;;;;mBERT-base-cased;bidir;['bulgarian', 'danish', 'dutch', 'english', 'german', 'hungarian', 'italian', 'persian', 'polish', 'portuguese', 'romanian', 'slovak', 'slovene', 'spanish', 'swedish'];Japanese;;;;0.366;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
598;mechanistic;POS;no accuracy behavioral;1;mBERT, monolingual low resource Berts;bidir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
600;mechanistic;Hierarchical structure;no accuracy behavioral;1;Roberta, BERT-base, RoBERTa-large;bidir;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
603;mechanistic;Dependency parsing and constituency, Hierarchical structure, word order;;;BERT;bidir;['chinese', 'english', 'german'];English;;;;0.926;;;;0.738;;;;0.964;;;;;;;;;;;;;;;;;;;;;;;;;;Table 3 Baseline;
604;mechanistic;Dependency parsing and constituency;no accuracy behavioral;1;LLaMA-2-7B/13B;causal;['arabic', 'chinese', 'korean', 'russian', 'spanish', 'vietnamese'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
607;mechanistic;Hierarchical structure;;;Mistral;causal;['monoling-english'];English;;;;;;;;0.5108;0.5042;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 2;
607;mechanistic;;;;Baichuan2 13B;causal;['monoling-english'];English;;;;;;;;0.5211;0.5498;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 2;
607;mechanistic;;;;Falcon 40B;causal;['monoling-english'];English;;;;;;;;0.5268;0.4856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 2;
607;mechanistic;;;;Llama 65B;causal;['monoling-english'];English;;;;;;;;0.5859;0.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 2;
607;mechanistic;;;;Llama 2 70B;causal;['monoling-english'];English;;;;;;;;0.5709;0.6614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 2;
607;mechanistic;;;;GPT-3.5;causal;['monoling-english'];English;;;;;;;;0.5953;0.587;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 2;
607;mechanistic;;;;GPT-4;causal;['monoling-english'];English;;;;;;;;0.8188;0.8819;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 2;
610;mechanistic;Typology, POS;no accuracy behavioral language;1;mBERT;bidir;['arabic', 'basque', 'bengali', 'bulgarian', 'burmese', 'chinese', 'dutch', 'english', 'estonian', 'finnish', 'french', 'georgian', 'german', 'greek', 'hebrew', 'hindi', 'hungarian', 'indonesian', 'italian', 'japanese', 'javanese', 'kazakh', 'korean', 'malay', 'malayalam', 'marathi', 'persian', 'portuguese', 'russian', 'spanish', 'swahili', 'tagalog', 'tamil', 'telugu', 'thai', 'turkish', 'urdu', 'vietnamese', 'yoruba'];Average;;;;;;;;;;;;;;;;;;;;;;;0.868;;;;;;;;;;;;;;;Table 1;
617;mechanistic;POS;;;mBERT-base-cased;bidir;[];English;;;;;;;;;;;;;;;;;;;;;;;0.93;;;;;;;;;;;;;;;Figure 6;
617;mechanistic;;;;mBERT-base-cased;bidir;[];Basque;;;;;;;;;;;;;;;;;;;;;;;0.89;;;;;;;;;;;;;;;;
617;mechanistic;;;;mBERT-base-cased;bidir;[];Finnish;;;;;;;;;;;;;;;;;;;;;;;0.9;;;;;;;;;;;;;;;;
617;mechanistic;;;;mBERT-base-cased;bidir;[];French;;;;;;;;;;;;;;;;;;;;;;;0.95;;;;;;;;;;;;;;;;
617;mechanistic;;;;mBERT-base-cased;bidir;[];Hindi;;;;;;;;;;;;;;;;;;;;;;;0.92;;;;;;;;;;;;;;;;
617;mechanistic;;;;mBERT-base-cased;bidir;[];Japanese;;;;;;;;;;;;;;;;;;;;;;;0.91;;;;;;;;;;;;;;;;
617;mechanistic;;;;mBERT-base-cased;bidir;[];Lithuanian;;;;;;;;;;;;;;;;;;;;;;;0.89;;;;;;;;;;;;;;;;
617;mechanistic;;;;mBERT-base-cased;bidir;[];Marathi;;;;;;;;;;;;;;;;;;;;;;;0.83;;;;;;;;;;;;;;;;
617;mechanistic;;;;mBERT-base-cased;bidir;[];Tamil;;;;;;;;;;;;;;;;;;;;;;;0.78;;;;;;;;;;;;;;;;
617;mechanistic;;;;mBERT-base-cased;bidir;[];Chinese;;;;;;;;;;;;;;;;;;;;;;;0.91;;;;;;;;;;;;;;;;
622;mechanistic;Dependency parsing and constituency;;;BERT;bidir;['monoling-english'];English;;;;0.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 2 RootAcc;
622;mechanistic;;;;Albert;bidir;['monoling-english'];English;;;;0.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
622;mechanistic;;;;RoBERTa;bidir;['monoling-english'];English;;;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
622;mechanistic;;;;LinkBERT;bidir;['monoling-english'];English;;;;0.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
622;mechanistic;;;;SpanBERT;bidir;['monoling-english'];English;;;;0.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
622;mechanistic;;;;XLNet;bidir;['monoling-english'];English;;;;0.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
622;mechanistic;;;;ELECTRA;bidir;['monoling-english'];English;;;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
624;mechanistic;Agreement and feature-checking, Hierarchical structure;no accuracy behavioral;1;GPT2 (Baseline), Sixteen Compositional SLM Variants;;causal;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
627;mechanistic;Dependency parsing and constituency;no accuracy behavioral;1;Llama-V2 70B, Llama-V3 70B, Llama-V3.1-8B, Mistral-Small-24B-Instruct1, and Mistral-8B-Instruct2;causal;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
633;mechanistic;Argument Structure and other Constructions;;;GPT-2;causal;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.82;;;;Figure 4 Overall;
634;mechanistic;Benchmark;;;Llama 2;causal;['monoling-english'];English;;0.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
634;mechanistic;;;;RoBERTa-Base;bidir;['monoling-english'];English;;0.87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
634;mechanistic;;;;OPT-125M (strict);causal;['monoling-english'];English;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
634;mechanistic;;;;OPT-125M (s-small);causal;['monoling-english'];English;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;behavioral;Argument Structure and other Constructions;;;BLOOM 560m;causal;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.034;0.09;0.962;0.932;trans-agent APAP, trans-agent PAPA, trans-patient APAP, PAPA;
1;behavioral;;;;BLOOM 1b1;causal;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.62;0.781;0.516;0.457;trans-agent APAP, trans-agent PAPA, trans-patient APAP, PAPA;
1;behavioral;;;;BLOOM 1b7;causal;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.94;0.013;0.007;0.989;trans-agent APAP, trans-agent PAPA, trans-patient APAP, PAPA;
1;behavioral;;;;BLOOM 3b;causal;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0.059;0;0.895;trans-agent APAP, trans-agent PAPA, trans-patient APAP, PAPA;
1;behavioral;;;;BLOOM 7b1;causal;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.974;0.017;0.088;1;trans-agent APAP, trans-agent PAPA, trans-patient APAP, PAPA;
1;behavioral;;;;GPT-2 small;causal;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.313;0.796;0.811;0.21;trans-agent APAP, trans-agent PAPA, trans-patient APAP, PAPA;
1;behavioral;;;;GPT-2 medium;causal;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.121;0;0.877;1;trans-agent APAP, trans-agent PAPA, trans-patient APAP, PAPA;
1;behavioral;;;;GPT-2 large;causal;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.829;0.389;0.163;0.623;trans-agent APAP, trans-agent PAPA, trans-patient APAP, PAPA;
1;behavioral;;;;GPT-2 xl;causal;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.978;0.001;0.018;1;trans-agent APAP, trans-agent PAPA, trans-patient APAP, PAPA;
1;behavioral;;;;GPT-3 ada-001;causal;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.313;0.089;0.611;0.933;trans-agent APAP, trans-agent PAPA, trans-patient APAP, PAPA;
1;behavioral;;;;GPT-3 babbage-001;causal;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.987;0.044;0.023;0.994;trans-agent APAP, trans-agent PAPA, trans-patient APAP, PAPA;
1;behavioral;;;;GPT-3 curie-001;causal;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.353;0.034;0.74;0.963;trans-agent APAP, trans-agent PAPA, trans-patient APAP, PAPA;
1;behavioral;;;;GPT-3 davinci-001;causal;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.987;0.968;0.413;0.427;trans-agent APAP, trans-agent PAPA, trans-patient APAP, PAPA;
1;behavioral;;;;GPT-3 davinci-003;causal;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.996;0.993;0.999;0.984;trans-agent APAP, trans-agent PAPA, trans-patient APAP, PAPA;
41;behavioral;Hierarchical structure;no accuracy, mean surprisal;1;;bidir;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;behavioral;Binding and coreference, Negation and NPIs, word order, Agreement and feature-checking;;;GPT-3/text-davinci-002 (davinci2);causal;['monoling-english'];English;;;;;;;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;grammatical, Mean accuracy by condition and model: (A1) individual responses;
118;behavioral;;;;GPT-3/text-davinci-003 (davinci3) ;causal;['monoling-english'];English;;;;;;;;0.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mean accuracy by condition and model: (A1) individual responses;
118;behavioral;;;;ChatGPT;causal;['monoling-english'];English;;;;;;;;0.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mean accuracy by condition and model: (A1) individual responses;
119;behavioral;Argument Structure and other Constructions;no accuracy;1;;causal;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;behavioral;Benchmark;;;text-curie-001;causal;['chinese', 'english'];English;;0.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;direct;
120;behavioral;;;;text-davinci-002;causal;['chinese', 'english'];English;;0.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;direct;
120;behavioral;;;;text-davinci-003;causal;['chinese', 'english'];English;;0.87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;direct;
120;behavioral;;;;text-davinci-003;causal;['chinese', 'english'];Chinese;;0.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;direct;
121;behavioral;Benchmark;;;Pythia 1B ;causal;['monoling-english'];English;;0.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;behavioral;;;;Pythia 2.8B ;causal;['monoling-english'];English;;0.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;behavioral;;;;Pythia 6.9B ;causal;['monoling-english'];English;;0.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;behavioral;;;;Pythia 12B;causal;['monoling-english'];English;;0.87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;behavioral;;;;OLMo 1B;causal;['monoling-english'];English;;0.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;behavioral;;;;OLMo 7B;causal;['monoling-english'];English;;0.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;behavioral;;;;Gemma 2B;causal;['monoling-english'];English;;0.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;behavioral;;;;Gemma 7B;causal;['monoling-english'];English;;0.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;behavioral;;;;Llama-2 7B;causal;['monoling-english'];English;;0.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;behavioral;;;;Llama-2 13B;causal;['monoling-english'];English;;0.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;behavioral;;;;Llama-2 70B;causal;['monoling-english'];English;;0.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;behavioral;;;;Mistral 7B;causal;['monoling-english'];English;;0.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;behavioral;Binding and coreference, word order, hierarchical structure;;;davinci2;causal;['monoling-english'];English;;0.82;;;;;;0.6;1;;;0.8;1;;;;;;;;;;;;0.8;;0.4;;;1;;;;;;;;grammatical; Binding and coreference, word order, hierarchical structure
122;behavioral;;;;davinci3;causal;['monoling-english'];English;;0.4;;;;;;0.4;0.4;;;0.8;0.4;;;;;;;;;;;;0.6;;0.4;;;0.2;;;;;;;;grammatical;
122;behavioral;;;;GPT-3.5 Turbo;causal;['monoling-english'];English;;0.88;;;;;;0.2;1;;;1;1;;;;;;;;;;;;1;;1;;;1;;;;;;;;grammatical;
122;behavioral;;;;GPT-4;causal;['monoling-english'];English;;0.85;;;;;;0.4;0.8;;;0.8;1;;;;;;;;;;;;1;;1;;;1;;;;;;;;grammatical;
125;behavioral;Binding and coreference, Agreement and feature-checking;;;bert-base-uncased;bidir;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;;;;;0.94;0.89;0.8;;;;;;;;;Simple reflexive anaphora, Reflexive anaphora in a sentential complement, Reflexive anaphora across a relative clause;
125;behavioral;;;;bert-large-uncased;bidir;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;;;;;0.92;0.86;0.76;;;;;;;;;Simple reflexive anaphora, Reflexive anaphora in a sentential complement, Reflexive anaphora across a relative clause;
125;behavioral;;;;bert-base-uncased;bidir;['monoling-english'];English;;;;;;;;;;;;;1;0.83;0.89;0.98;0.85;0.84;0.89;0.86;0.95;0.79;;;;;;;;;;;;;;;;Simple, In a sentential complement, Short VP coordination, Long VP coordination, Across a prepositional phrase, Across a subject relative clause, Across an object relative clause, Across an object relative (no that), In an object relative clause, In an object relative (no that);
125;behavioral;;;;bert-large-uncased;bidir;['monoling-english'];English;;;;;;;;;;;;;1;0.86;0.86;0.97;0.85;0.85;0.85;0.81;0.99;0.82;;;;;;;;;;;;;;;;Simple, In a sentential complement, Short VP coordination, Long VP coordination, Across a prepositional phrase, Across a subject relative clause, Across an object relative clause, Across an object relative (no that), In an object relative clause, In an object relative (no that);
131;behavioral;Agreement and feature-checking, ellipsis and filler-gap dependencies;;;GPT-2 Small;causal;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.04;1;;;;;;;Mean;
131;behavioral;;;;GPT-2 XL;causal;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.23;0.97;;;;;;;Mean;
131;behavioral;Benchmark;;;Transformer-XL;causal;['monoling-english'];English;;0.687;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;behavioral;;;;GPT-2;causal;['monoling-english'];English;;0.801;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;behavioral;Agreement and feature-checking, Dependency parsing and constituency, Argument Structure and other Constructions, Hierarchical structure, Binding and coreference, Ellipsis and filler-gap dependencies, POS, Negation and NPIs;;;GPT 2 XL ;causal;['monoling-english'];English;0.83;;;;;;;0.97;0.9;0.85;;;0.78;;;;;;;;;;;;0.8;;;;;0.75;;;;;;;;;
136;behavioral;;;;GPT-2;causal;['monoling-english'];English;0.77;;;;;;;0.9;0.87;0.87;;;0.75;;;;;;;;;;;;0.68;;;;;0.73;;;;;;;;;
136;behavioral;;;;Transformer-XL;causal;['monoling-english'];English;0.58;;;;;;;0.8;0.6;0.87;;;0.73;;;;;;;;;;;;0.4;;;;;0.53;;;;;;;;;
138;behavioral;Agreement and feature-checking, Argument Structure and other Constructions;;;BERT-base;bidir;['english', 'french', 'german', 'hebrew', 'russian'];English;;;;;;;;;;;;;0.89;;;;;;;;;;;;;;;;;;;;;0.88;;;;mean, anaphora mean;
138;behavioral;;;;mBERT-base-cased;bidir;['english', 'french', 'german', 'hebrew', 'russian'];English;;;;;;;;;;;;;0.87;1;1;0.92;0.88;0.83;0.87;0.92;;;;;;;;;;;;;;0.83;;;;mean, Simple agreement, VP coordination (short), VP coordination (long), Across subject relative clause, Within object relative clause, Across object relative clause, Across prepositional phrase;
138;behavioral;;;;mBERT-base-cased;bidir;['english', 'french', 'german', 'hebrew', 'russian'];French;;;;;;;;;;;;;1;1;0.98;0.57;0.86;0.57;;;;;;;;;;;;;;;;;;;;Simple agreement, VP coordination (short), VP coordination (long), Across subject relative clause, Across object relative clause, Across prepositional phrase;
138;behavioral;;;;mBERT-base-cased;bidir;['english', 'french', 'german', 'hebrew', 'russian'];German;;;;;;;;;;;;;0.95;0.97;1;0.73;0.93;0.95;;;;;;;;;;;;;;;;;;;;Simple agreement, VP coordination (short), VP coordination (long), Across subject relative clause, Across object relative clause, Across prepositional phrase;
138;behavioral;;;;mBERT-base-cased;bidir;['english', 'french', 'german', 'hebrew', 'russian'];Hebrew;;;;;;;;;;;;;0.7;0.91;0.73;0.61;0.55;0.62;;;;;;;;;;;;;;;;;;;;Simple agreement, VP coordination (short), VP coordination (long), Across subject relative clause, Across object relative clause, Across prepositional phrase;
138;behavioral;;;;mBERT-base-cased;bidir;['english', 'french', 'german', 'hebrew', 'russian'];Russian;;;;;;;;;;;;;0.65;0.8;;0.7;0.67;0.56;;;;;;;;;;;;;;;;;;;;Simple agreement, VP coordination (short), Across subject relative clause, Across object relative clause, Across prepositional phrase;
139;behavioral;Agreement and feature-checking, Binding and coreference;;;Transformer decoder;causal;['french'];French;;;;;;;;;;;;;0.935;;;;;;;;;;;;;;;;;;;;;;;;;;
160;behavioral;Hierarchical structure, Agreement and feature-checking;accuracy not clearly reported;1;;causal;['abma', 'apinayé', 'chinese', 'english', 'german', 'hindi', 'japanese', 'kannada', 'russian', 'spanish', 'swahili'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;behavioral;Agreement and feature-checking, Dependency parsing and constituency;report error rates;1;GPT2;causal;['english', 'italian'];;;;;0.95;0.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;main and embedded mean;
163;behavioral;;;1;GPT2-Medium;causal;['english', 'italian'];;;;;0.96;0.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;main and embedded mean;
163;behavioral;;;1;GPT2-Large ;causal;['english', 'italian'];;;;;0.96;0.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;main and embedded mean;
163;behavioral;;;1;GPT-XL;causal;['english', 'italian'];;;;;0.99;0.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;main and embedded mean;
163;behavioral;;;1;RoBERTa;bidir;['english', 'italian'];;;;;0.95;0.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;main and embedded mean;
163;behavioral;;;1;RoBERTa-Large;bidir;['english', 'italian'];;;;;0.85;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;main and embedded mean;
164;behavioral;Hierarchical structure;report error rates, no prompt;1;Chinchilla;causal;['monoling-english'];English;;;;;;;;0.75;0.27;0.6;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;no prompt, SSS, SSP, PSS, PSP;
164;behavioral;;report error rates, prompted;1;Chinchilla;causal;['monoling-english'];English;;;;;;;;0.95;0.9;0.9;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;2 shot prompt, SSS, SSP, PSS, PSP;
173;behavioral;Binding and coreference, negation and NPIs;;;BERT;bidir;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;;;0;;0.92;;;;;;;;;;;mean reported in text;
193;behavioral;Negation and NPIs, Argument Structure and other Constructions, Binding and coreference;;;BERT-base;bidir;['monoling-english'];English;0.859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 test suit performance;
193;behavioral;;;;BERT-large;bidir;['monoling-english'];English;0.861;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 test suit performance;
194;behavioral;Ellipsis and filler-gap dependencies, Agreement and feature-checking, Binding and coreference, Dependency parsing and constituency;do not report accuracy scores;1;;causal;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;behavioral;Binding and coreference, Argument Structure and other Constructions;;;BERT-base-uncased;bidir;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;;;;;0.76;0.98;0.99;;;;;;;;;Relative clause (Exp. 1a), Sentential complement (Exp. 2b), Prepositional phrase (Exp. 3) ;
195;behavioral;;;;Transformer-XL;causal;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;;;;;0.74;0.92;0.71;;;;;;;;;Relative clause (Exp. 1a), Sentential complement (Exp. 2b), Prepositional phrase (Exp. 3) ;
196;behavioral;Negation and NPIs;;;BERT MLM;bidir;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;;;0.75;0.79;;;;;;;;;;;;Mean Fig.3 NPI, Licensor;
